STDR_YM,VIAT_SE_CD,VIAT_CD,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,ADRES_CD,ADRES_NM,TELNO,X_VALUE,Y_VALUE,ADRES_SP,BLCK_CD,REGIST_DE,ERSR_DE,REGIST_DT
,070305,0119,AA0005533908,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,215061.934314,449632.477490,,,,,
,030204,0000,AA0000164984,교육/보건,보건시설,한의원,,,아름드리한의원,,,,190288.534893,446746.685340,,,,,
,030205,0101,AA0000090781,교육/보건,보건시설,기타보건시설,약국,온누리,온누리인지약국,,,,187950.932120,447446.529280,,,,,
,030105,0204,AA0002131778,교육/보건,교육시설,대학교,종합대학,부속시설,용재별관,,,,194632.694933,451731.681600,,,,,
,070301,0402,AA0003897689,산업,서비스산업,종합상품판매업,시장,전통시장,노룬산골목시장,,,,205618.979141,448722.918585,,,,,
,030101,0100,AA0000046706,교육/보건,교육시설,유아교육기관,어린이집,,구립문화어린이집,,,,197557.975778,442857.801517,,,,,
,030101,0300,AA0002124516,교육/보건,교육시설,유아교육기관,사립유치원,,승혜유치원,,,,194435.807241,444357.802629,,,,,
,070301,0502,AA0003152391,산업,서비스산업,종합상품판매업,편의점,GS25,GS25시,,,,194413.990255,450532.057717,,,,,
,030105,0204,AA0002133211,교육/보건,교육시설,대학교,종합대학,부속시설,제2공학관,,,,195802.804409,438804.921615,,,,,
,030204,0000,AA0000163000,교육/보건,보건시설,한의원,,,향나무한의원,,,,207104.147359,454631.162924,,,,,
,030204,0000,AA0000163250,교육/보건,보건시설,한의원,,,양지당한의원,,,,205391.486743,455191.270898,,,,,
,030105,0204,AA0002131905,교육/보건,교육시설,대학교,종합대학,부속시설,삼성교육문화관,,,,194982.628476,451393.412575,,,,,
,030105,0204,AA0002130969,교육/보건,교육시설,대학교,종합대학,부속시설,본관,,,,192277.829899,455671.661495,,,,,
,030103,0200,AA0002114447,교육/보건,교육시설,중등교육기관,공립중학교,,염경중학교,,,,188558.691771,450544.928955,,,,,
,030105,0204,AA0002133126,교육/보건,교육시설,대학교,종합대학,부속시설,노천강당,,,,196056.333315,439854.671304,,,,,
,030204,0000,AA0006565788,교육/보건,보건시설,한의원,,,정서영한의원,,,,194989.974621,454336.583875,,,,,
,070305,0108,AA0000554602,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,,,,198476.303829,443239.825050,,,,,
,030204,0000,AA0000160437,교육/보건,보건시설,한의원,,,호수한의원,,,,192441.500628,438996.165005,,,,,
,070301,0502,AA0009532481,산업,서비스산업,종합상품판매업,편의점,GS25,GS25연희햇살,,,,193993.278561,453079.798052,,,,,
,030105,0204,AA0002131860,교육/보건,교육시설,대학교,종합대학,부속시설,창업보육센터,,,,194902.084181,450173.515091,,,,,
,030101,0300,AA0002123851,교육/보건,교육시설,유아교육기관,사립유치원,,성균관유치원,,,,192667.518401,457636.486705,,,,,
,030205,0100,AA0006600283,교육/보건,보건시설,기타보건시설,약국,미분류,샘약국,,,,184712.737836,448947.882594,,,,,
,070308,0800,AA0006790046,산업,서비스산업,언론/미디어,기타언론/미디어,,스토리인,,,,204429.629796,446253.622014,,,,,
,030105,0202,AA0002131868,교육/보건,교육시설,대학교,종합대학,캠퍼스,숙명여자대학교제1캠퍼스,,,,196868.871744,449603.751631,,,,,
,030105,0204,AA0002131219,교육/보건,교육시설,대학교,종합대학,부속시설,성신교정진리관,,,,200358.314144,454100.057674,,,,,
,070301,0107,AA0006926465,산업,서비스산업,종합상품판매업,백화점,롯데백화점,롯데백화점,,,,206293.653375,448834.548812,,,,,
,030205,0106,AA0000089698,교육/보건,보건시설,기타보건시설,약국,지역약국,석원약국,,,,211695.960561,447489.721019,,,,,
,030204,0000,AA0006566690,교육/보건,보건시설,한의원,,,청암한의원,,,,203795.849256,463828.184715,,,,,
,030101,0100,AA0000043013,교육/보건,교육시설,유아교육기관,어린이집,,우리어린이집,,,,205036.860345,457161.162952,,,,,
,030205,0100,AA0010083766,교육/보건,보건시설,기타보건시설,약국,미분류,이화약국,,,,202034.162657,456130.771566,,,,,
,030103,0100,AA0002114996,교육/보건,교육시설,중등교육기관,사립중학교,,명지중학교,,,,193534.719444,453903.674205,,,,,
,070301,0600,AA0003155992,산업,서비스산업,종합상품판매업,기타종합상품판매업,,대승사,,,,198575.019973,452709.028293,,,,,
,030205,0106,AA0000092205,교육/보건,보건시설,기타보건시설,약국,지역약국,친절약국,,,,191346.284424,446681.280331,,,,,
,070305,0101,AA0000555870,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,203914.318368,453609.785525,,,,,
,030204,0000,AA0010127549,교육/보건,보건시설,한의원,,,현담한의원,,,,205453.118291,461274.008471,,,,,
,030105,0204,AA0002133191,교육/보건,교육시설,대학교,종합대학,부속시설,영선공장,,,,196066.750917,440719.059983,,,,,
,020103,0300,AA0003171367,공공/환경,정치/사회/외교,외교시설,문화원,,주한포르투갈문화원,,,,198970.081051,453290.355952,,,,,
,030105,0204,AA0002131153,교육/보건,교육시설,대학교,종합대학,부속시설,생명과학대학,,,,202367.696629,454551.926924,,,,,
,030201,1800,AA0000117336,교육/보건,보건시설,병/의원,정신과,,늘푸른정신과의원,,,,211463.386578,448332.824604,,,,,
,070301,0501,AA0006501077,산업,서비스산업,종합상품판매업,편의점,세븐일레븐,세븐일레븐,,,,193381.979588,445002.453161,,,,,
,030101,0100,AA0000046771,교육/보건,교육시설,유아교육기관,어린이집,,대천어린이집,,,,192240.921280,443424.790806,,,,,
,070308,0800,AA0006790921,산업,서비스산업,언론/미디어,기타언론/미디어,,대종필림,,,,199224.868141,451469.002393,,,,,
,030101,0100,AA0000046492,교육/보건,교육시설,유아교육기관,어린이집,,청담몬테소리어린이집,,,,191417.988830,447683.042709,,,,,
,070301,0600,AA0005195026,산업,서비스산업,종합상품판매업,기타종합상품판매업,,쥴스코리아JOULE,,,,202467.735422,444958.691119,,,,,
,030102,0200,AA0000549977,교육/보건,교육시설,초등교육기관,공립초등학교,,세검정초등학교,,,,196552.918426,455963.529388,,,,,
,030104,0400,AA0002129145,교육/보건,교육시설,고등교육기관,상업및정보산업고등학교,,동명여자정보산업고등학교,,,,193330.512448,457121.819973,,,,,
,060203,0000,AA0003155493,레저/관광/예술,문화/예술시설,박물관,미분류,,목인박물관,,,,198556.986868,452713.934273,,,,,
,030106,0000,AA0002128056,교육/보건,교육시설,기타교육기관,미분류,,광영관,,,,184442.692185,448749.373077,,,,,
,030102,0100,AA0002109178,교육/보건,교육시설,초등교육기관,사립초등학교,,홍익대학교사범대학부속초등학교,,,,192331.118426,451110.203507,,,,,
,070301,0505,AA0006513872,산업,서비스산업,종합상품판매업,편의점,미니스톱,미니스톱,,,,213694.947448,443878.880622,,,,,
,030204,0000,AA0000163794,교육/보건,보건시설,한의원,,,유후정한의원,,,,183311.627919,451691.455446,,,,,
,030104,0200,AA0002126728,교육/보건,교육시설,고등교육기관,공립고등학교,,금천고등학교,,,,191612.253606,438417.545808,,,,,
,030204,0000,AA0000160758,교육/보건,보건시설,한의원,,,라경찬한의원,,,,202169.349268,444821.052386,,,,,
,070308,0800,AA0006789076,산업,서비스산업,언론/미디어,기타언론/미디어,,키노엔터테인먼트,,,,199778.299717,448230.683073,,,,,
,030205,0106,AA0000092542,교육/보건,보건시설,기타보건시설,약국,지역약국,참사랑약국,,,,197020.121651,448815.250649,,,,,
,070305,0119,AA0005534484,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,205359.644450,455347.163164,,,,,
,030105,0204,AA0002133148,교육/보건,교육시설,대학교,종합대학,부속시설,박물관,,,,195773.463592,440563.443697,,,,,
,070308,0600,AA0010090152,산업,서비스산업,언론/미디어,음반/비디오,,OMDMedia,,,,208003.116341,445111.150020,,,,,
,070308,0600,AA0010090120,산업,서비스산업,언론/미디어,음반/비디오,,ABC노래뮤비방,,,,191302.984789,443533.852399,,,,,
,020103,0100,AA0006658292,공공/환경,정치/사회/외교,외교시설,대사관,,주한카자흐스탄대사관,,,,199649.086017,447508.715004,,,,,
,030204,0000,AA0000165175,교육/보건,보건시설,한의원,,,면목동일한의원,,,,207743.752072,454377.465423,,,,,
,030205,0106,AA0000092950,교육/보건,보건시설,기타보건시설,약국,지역약국,에스케이행복약국,,,,204825.945293,453559.615875,,,,,
,030201,0000,AA0009216940,교육/보건,보건시설,병/의원,미분류,,오앤의원,,,,204060.047118,447465.136589,,,,,
,070308,0800,AA0006791621,산업,서비스산업,언론/미디어,기타언론/미디어,,큐브마스터,,,,189296.065417,442056.637572,,,,,
,030105,0204,AA0002133159,교육/보건,교육시설,대학교,종합대학,부속시설,육관,,,,195919.626304,439977.993552,,,,,
,030102,0200,AA0002110335,교육/보건,교육시설,초등교육기관,공립초등학교,,서울보라매초등학교,,,,192579.774339,444041.825606,,,,,
,030102,0200,AA0002109051,교육/보건,교육시설,초등교육기관,공립초등학교,,서울무학초등학교,,,,202617.886448,451527.069538,,,,,
,070301,0402,AA0003898102,산업,서비스산업,종합상품판매업,시장,전통시장,남구로시장,,,,189819.723598,443476.955360,,,,,
,030204,0000,AA0006563240,교육/보건,보건시설,한의원,,,소망한의원,,,,205406.715185,461533.864137,,,,,
,030204,0000,AA0006564583,교육/보건,보건시설,한의원,,,우리가족한의원,,,,192287.916805,444182.329437,,,,,
,030205,0100,AA0006596281,교육/보건,보건시설,기타보건시설,약국,미분류,대서울약국,,,,199786.983323,452992.585827,,,,,
,030204,0000,AA0006562726,교육/보건,보건시설,한의원,,,서리풀한의원,,,,199654.272808,442766.894778,,,,,
,030101,0100,AA0000043037,교육/보건,교육시설,유아교육기관,어린이집,,바다의별어린이집,,,,200094.154910,456177.462854,,,,,
,070301,0200,AA0006926312,산업,서비스산업,종합상품판매업,할인매장,미분류,광장,,,,199903.830406,452277.928680,,,,,
,030204,0000,AA0006558426,교육/보건,보건시설,한의원,,,건우한의원,,,,203792.709125,446003.139720,,,,,
,030102,0200,AA0002110313,교육/보건,교육시설,초등교육기관,공립초등학교,,서울봉천초등학교,,,,196300.587153,442651.046542,,,,,
,070301,0503,AA0006501767,산업,서비스산업,종합상품판매업,편의점,CU,씨유마포현대,,,,194395.961909,449407.530020,,,,,
,030101,0100,AA0000042375,교육/보건,교육시설,유아교육기관,어린이집,,아름다운어린이집,,,,207670.754152,450799.651298,,,,,
,070301,0502,AA0010146175,산업,서비스산업,종합상품판매업,편의점,GS25,지에스25,,,,209503.173291,449729.966398,,,,,
,030205,0100,AA0006600801,교육/보건,보건시설,기타보건시설,약국,미분류,성심원한약국,,,,202082.241710,456495.170504,,,,,
,030101,0200,AA0002118285,교육/보건,교육시설,유아교육기관,국공립유치원,,상암초등학교병설유치원,,,,190484.650638,452946.081606,,,,,
,030201,1400,AA0006532502,교육/보건,보건시설,병/의원,정형외과,,연세제일정형외과의원,,,,194981.175970,449785.786460,,,,,
,070305,0119,AA0005535467,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,210742.766654,448583.095384,,,,,
,030204,0000,AA0000163956,교육/보건,보건시설,한의원,,,자인한의원,,,,188452.258112,448173.467691,,,,,
,030204,0000,AA0000160200,교육/보건,보건시설,한의원,,,라인미한의원,,,,202371.706066,447216.067461,,,,,
,060201,0000,AA0000255759,레저/관광/예술,문화/예술시설,전시관,,,COEX,,,,205048.530930,445941.786490,,,,,
,020103,0100,AA0002097320,공공/환경,정치/사회/외교,외교시설,대사관,,주한불가리아대사관,,,,200472.019980,448710.557335,,,,,
,060205,0000,AA0003139878,레저/관광/예술,문화/예술시설,공연/연극장,미분류,,클럽디디,,,,193196.483392,450163.442985,,,,,
,030101,0300,AA0002124973,교육/보건,교육시설,유아교육기관,사립유치원,,은하유치원,,,,191003.149777,447246.672274,,,,,
,030103,0200,AA0002115587,교육/보건,교육시설,중등교육기관,공립중학교,,난우중학교,,,,193185.098688,440821.807939,,,,,
,070308,0800,AA0006790840,산업,서비스산업,언론/미디어,기타언론/미디어,,곤돌라필름,,,,199780.867019,453765.854797,,,,,
,030104,0100,AA0002128523,교육/보건,교육시설,고등교육기관,사립고등학교,,영락유헬스고등학교,,,,195115.082652,441906.466797,,,,,
,030101,0100,AA0000045040,교육/보건,교육시설,유아교육기관,어린이집,,구립키움어린이집,,,,194093.136788,450669.404395,,,,,
,030205,0100,AA0006596003,교육/보건,보건시설,기타보건시설,약국,미분류,다보약국,,,,200784.078002,443075.012918,,,,,
,070305,0108,AA0000554845,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,,,,195358.437752,449387.638792,,,,,
,070305,0119,AA0005534176,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,208191.230931,448115.347739,,,,,
,070301,0503,AA0006498868,산업,서비스산업,종합상품판매업,편의점,CU,씨유,,,,190436.802237,444259.528837,,,,,
,030103,0200,AA0002117059,교육/보건,교육시설,중등교육기관,공립중학교,,진관중학교,,,,193430.831900,460448.628529,,,,,
,030102,0200,AA0000549989,교육/보건,교육시설,초등교육기관,공립초등학교,,청운초등학교,,,,197305.431621,454042.791233,,,,,
,060202,0102,AA0002571555,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,조선화랑,,,,205154.883533,445883.328307,,,,,
,030101,0100,AA0000042855,교육/보건,교육시설,유아교육기관,어린이집,,아이조아어린이집,,,,208160.744687,455913.297167,,,,,
,070308,0800,AA0006791009,산업,서비스산업,언론/미디어,기타언론/미디어,,창비엔터테인먼트,,,,198280.744144,442012.310328,,,,,
,070301,0502,AA0009532373,산업,서비스산업,종합상품판매업,편의점,GS25,GS25은평보람,,,,192514.200676,457309.545394,,,,,
,070308,0600,AA0006783466,산업,서비스산업,언론/미디어,음반/비디오,,따봉비디오,,,,187212.023640,443235.018693,,,,,
,030204,0000,AA0000163829,교육/보건,보건시설,한의원,,,인용한의원,,,,194360.027210,452589.560863,,,,,
,030205,0100,AA0006600454,교육/보건,보건시설,기타보건시설,약국,미분류,서울약국,,,,195957.444632,449805.984397,,,,,
,060201,0000,AA0003169325,레저/관광/예술,문화/예술시설,전시관,,,낙산공원낙산전시관,,,,200626.988328,453429.225087,,,,,
,030204,0000,AA0006559091,교육/보건,보건시설,한의원,,,경희한의원,,,,214927.873432,450950.300327,,,,,
,070308,0600,AA0006717568,산업,서비스산업,언론/미디어,음반/비디오,,영화산책,,,,192866.506369,456526.121641,,,,,
,030106,0100,AA0009506319,교육/보건,교육시설,기타교육기관,특수학교,,서울다원학교,,,,199211.257278,454966.291474,,,,,
,030101,0100,AA0000042796,교육/보건,교육시설,유아교육기관,어린이집,,이룸어린이집,,,,207485.593590,455327.470111,,,,,
,030204,0000,AA0006562974,교육/보건,보건시설,한의원,,,성동한의원,,,,205096.017845,456760.319294,,,,,
,030204,0000,AA0006565129,교육/보건,보건시설,한의원,,,이득한의원,,,,206216.266262,453226.880730,,,,,
,030204,0000,AA0006559593,교육/보건,보건시설,한의원,,,금재한의원,,,,203300.338633,453560.499519,,,,,
,070305,0105,AA0000553970,산업,서비스산업,금융/보험업,일반은행,하나은행,하나은행,,,,201905.109660,445788.028234,,,,,
,030101,0100,AA0000046866,교육/보건,교육시설,유아교육기관,어린이집,,더크는킨더앤어린이집,,,,194747.222147,444490.507374,,,,,
,030105,0201,AA0002131207,교육/보건,교육시설,대학교,종합대학,본교,가톨릭대학교,,,,200384.616436,454045.176191,,,,,
,030102,0200,AA0002108207,교육/보건,교육시설,초등교육기관,공립초등학교,,서울방화초등학교,,,,182944.947993,452169.682948,,,,,
,070308,0600,AA0006781828,산업,서비스산업,언론/미디어,음반/비디오,,디지텔씨네,,,,207204.834698,445669.132297,,,,,
,060202,0102,AA0003171424,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,온갤러리,,,,198216.538669,453149.292282,,,,,
,030205,0100,AA0006599296,교육/보건,보건시설,기타보건시설,약국,미분류,비타민약국,,,,200030.221571,442050.611156,,,,,
,070305,0108,AA0000554381,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,,,,192307.572960,453655.049858,,,,,
,070301,0102,AA0003171218,산업,서비스산업,종합상품판매업,백화점,갤러리아백화점,갤러리현대본관,,,,198215.272639,453011.231951,,,,,
,030205,0100,AA0006605483,교육/보건,보건시설,기타보건시설,약국,미분류,제생약국,,,,203300.659920,462889.174796,,,,,
,030101,0100,AA0000044628,교육/보건,교육시설,유아교육기관,어린이집,,작은별어린이집,,,,194126.319535,457403.165077,,,,,
,030105,0204,AA0002137403,교육/보건,교육시설,대학교,종합대학,부속시설,예술관,,,,205730.358858,445460.217525,,,,,
,070305,0108,AA0000554624,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,,,,191386.240404,438215.270052,,,,,
,030204,0000,AA0006558848,교육/보건,보건시설,한의원,,,경희약손한의원,,,,195303.892751,445157.720441,,,,,
,030205,0100,AA0006593972,교육/보건,보건시설,기타보건시설,약국,미분류,365약국,,,,202592.847264,456606.932648,,,,,
,030101,0100,AA0000043329,교육/보건,교육시설,유아교육기관,어린이집,,요한어린이집,,,,202029.501449,458320.606046,,,,,
,030105,0204,AA0002131918,교육/보건,교육시설,대학교,종합대학,부속시설,입학관,,,,195326.682157,451220.175570,,,,,
,030101,0200,AA0002118456,교육/보건,교육시설,유아교육기관,국공립유치원,,청룡초등학교병설유치원,,,,195699.928511,441789.525943,,,,,
,030103,0200,AA0002115546,교육/보건,교육시설,중등교육기관,공립중학교,,관악중학교,,,,196630.266439,442358.683700,,,,,
,070301,0600,AA0006113163,산업,서비스산업,종합상품판매업,기타종합상품판매업,,동부얼음,,,,204503.261818,451784.197742,,,,,
,030205,0106,AA0000094031,교육/보건,보건시설,기타보건시설,약국,지역약국,하늘약국,,,,192367.626021,449888.931343,,,,,
,030102,0200,AA0002108277,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신곡초등학교,,,,187253.304316,448832.343557,,,,,
,030205,0106,AA0000092940,교육/보건,보건시설,기타보건시설,약국,지역약국,송파사거리약국,,,,209685.850665,444722.931626,,,,,
,070305,0105,AA0000553876,산업,서비스산업,금융/보험업,일반은행,하나은행,하나은행,,,,201004.842676,450664.153578,,,,,
,030105,0204,AA0002131842,교육/보건,교육시설,대학교,종합대학,부속시설,떼이야르관,,,,195017.439094,450115.105933,,,,,
,030205,0100,AA0006600011,교육/보건,보건시설,기타보건시설,약국,미분류,새서울약국,,,,193198.451077,445841.799599,,,,,
,030101,0100,AA0000042745,교육/보건,교육시설,유아교육기관,어린이집,,키즈윌어린이집,,,,204619.651972,453411.459784,,,,,
,070305,0101,AA0000555259,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,212908.074971,444359.896950,,,,,
,070305,0102,AA0000553079,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,,,,204600.799744,454697.867824,,,,,
,030106,0100,AA0002137743,교육/보건,교육시설,기타교육기관,특수학교,,서울정민학교,,,,206457.678762,459366.603738,,,,,
,030105,0204,AA0002131442,교육/보건,교육시설,대학교,종합대학,부속시설,노천극장,,,,203996.997313,450668.064951,,,,,
,070308,0800,AA0006791000,산업,서비스산업,언론/미디어,기타언론/미디어,,영화사자각몽,,,,198610.285952,443629.687852,,,,,
,030204,0000,AA0006560112,교육/보건,보건시설,한의원,,,다나한의원,,,,200578.031587,452477.592753,,,,,
,070301,0200,AA0006926229,산업,서비스산업,종합상품판매업,할인매장,미분류,에브리데이리테일,,,,203103.988662,460561.210118,,,,,
,070308,0800,AA0006790968,산업,서비스산업,언론/미디어,기타언론/미디어,,애니작,,,,198958.261655,450999.401882,,,,,
,030204,0000,AA0006568267,교육/보건,보건시설,한의원,,,MBS한의원,,,,199087.222363,451768.386881,,,,,
,030101,0100,AA0000043361,교육/보건,교육시설,유아교육기관,어린이집,,아이꿈터어린이집,,,,200945.920456,461541.095450,,,,,
,070308,0800,AA0006788659,산업,서비스산업,언론/미디어,기타언론/미디어,,찬스엔터테인먼트,,,,203491.370385,446044.555291,,,,,
,070301,0200,AA0006926422,산업,서비스산업,종합상품판매업,할인매장,미분류,아트프라자,,,,201129.812118,452183.412637,,,,,
,070301,0106,AA0006926404,산업,서비스산업,종합상품판매업,백화점,뉴코아백화점,뉴코아백화점,,,,199597.432942,451954.172795,,,,,
,030102,0200,AA0002108866,교육/보건,교육시설,초등교육기관,공립초등학교,,서울송천초등학교,,,,202068.629689,457360.437606,,,,,
,030101,0100,AA0000041827,교육/보건,교육시설,유아교육기관,어린이집,,사랑어린이집,,,,206868.413372,456254.554002,,,,,
,070308,0600,AA0006783516,산업,서비스산업,언론/미디어,음반/비디오,,벤허비디오,,,,189552.364350,444278.839461,,,,,
,010101,2600,AA0002590871,행정,중앙행정기관,중앙행정부처,산하기관,,강동구자유총연맹,,,,212479.120618,449588.729743,,,,,
,030204,0000,AA0006564750,교육/보건,보건시설,한의원,,,운화한의원,,,,202135.465050,441029.384757,,,,,
,070308,0600,AA0006783541,산업,서비스산업,언론/미디어,음반/비디오,,비디오메카,,,,192411.559701,454228.822254,,,,,
,030103,0200,AA0002117033,교육/보건,교육시설,중등교육기관,공립중학교,,수명중학교,,,,184405.292413,449950.622522,,,,,
,030205,0100,AA0007205844,교육/보건,보건시설,기타보건시설,약국,미분류,공항약국,,,,183106.978146,451423.267306,,,,,
,030204,0000,AA0010127541,교육/보건,보건시설,한의원,,,잠실맥한의원,,,,208614.502486,445084.386449,,,,,
,030205,0100,AA0006605245,교육/보건,보건시설,기타보건시설,약국,미분류,정다운약국,,,,212752.900493,447769.450201,,,,,
,070301,0402,AA0003897578,산업,서비스산업,종합상품판매업,시장,전통시장,신창시장,,,,203273.966118,460014.900616,,,,,
,030205,0100,AA0006650461,교육/보건,보건시설,기타보건시설,약국,미분류,신세원약국,,,,202097.894105,455998.058732,,,,,
,030204,0000,AA0006567248,교육/보건,보건시설,한의원,,,하늘담한의원,,,,206790.490699,448714.141716,,,,,
,030204,0000,AA0006558348,교육/보건,보건시설,한의원,,,강원한의원,,,,200880.134247,447966.435506,,,,,
,030204,0000,AA0000164453,교육/보건,보건시설,한의원,,,발효명가서초한의원,,,,206279.863360,453495.325628,,,,,
,030101,0100,AA0009513500,교육/보건,교육시설,유아교육기관,어린이집,,해솔어린이집,,,,200291.047170,447563.147494,,,,,
,020103,0300,AA0002572315,공공/환경,정치/사회/외교,외교시설,문화원,,주한독일문화원,,,,198472.687731,450131.482650,,,,,
,070301,0502,AA0009532407,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,,,,207694.203219,455228.540945,,,,,
,030205,0100,AA0010084493,교육/보건,보건시설,기타보건시설,약국,미분류,한결약국,,,,188962.928137,447142.792044,,,,,
,030204,0000,AA0000162879,교육/보건,보건시설,한의원,,,참사랑한의원,,,,188953.509543,447032.700377,,,,,
,030204,0000,AA0000164615,교육/보건,보건시설,한의원,,,피브로한의원,,,,207091.240070,445772.570062,,,,,
,070305,0104,AA0003144770,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,,,,182561.626413,451075.237810,,,,,
,060202,0102,AA0003155192,레저/관광/예술,문화/예술시설,미술관,미술관,소형갤러리/화랑,광록화랑,,,,198568.512079,452804.030592,,,,,
,030201,0000,AA0006532770,교육/보건,보건시설,병/의원,미분류,,열린문가정의원,,,,203530.367005,460146.318336,,,,,
,030101,0100,AA0000045904,교육/보건,교육시설,유아교육기관,어린이집,,서울영재어린이집,,,,186572.364686,443878.864271,,,,,
,070305,0109,AA0007291759,산업,서비스산업,금융/보험업,일반은행,한국은행,한국은행,,,,203374.106396,444579.355476,,,,,
,070301,0302,AA0002577058,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,프리스비,,,,198663.330429,451529.039415,,,,,
,060205,0400,AA0003169436,레저/관광/예술,문화/예술시설,공연/연극장,야외공연장,,능동숲속의무대,,,,207068.185343,449921.097783,,,,,
,030104,0200,AA0002127684,교육/보건,교육시설,고등교육기관,공립고등학교,,서울대학교사범대학부설고등학교,,,,203344.759556,454800.224051,,,,,
,030204,0000,AA0006565509,교육/보건,보건시설,한의원,,,자연과한의원,,,,205365.531586,460439.211115,,,,,
,070301,0502,AA0006414405,산업,서비스산업,종합상품판매업,편의점,GS25,지에스25,,,,207628.386630,449360.852789,,,,,
,070301,0502,AA0010146452,산업,서비스산업,종합상품판매업,편의점,GS25,GS25,,,,195591.376775,444899.147731,,,,,
,030204,0000,AA0000162862,교육/보건,보건시설,한의원,,,기분좋은한의원,,,,193406.946448,444257.300464,,,,,
,030201,0000,AA0006525569,교육/보건,보건시설,병/의원,미분류,,미소의원,,,,190714.053658,443478.704480,,,,,
,030205,0100,AA0006607833,교육/보건,보건시설,기타보건시설,약국,미분류,하약국,,,,195395.498586,449190.759985,,,,,
,030204,0000,AA0006560625,교육/보건,보건시설,한의원,,,독립문약손한의원,,,,196564.345646,452689.324973,,,,,
,030101,0300,AA0002125361,교육/보건,교육시설,유아교육기관,사립유치원,,대원유치원,,,,205182.128184,463128.298529,,,,,
,030101,0200,AA0002118655,교육/보건,교육시설,유아교육기관,국공립유치원,,옥수초등학교병설유치원,,,,201917.966578,449579.583467,,,,,
,030102,0200,AA0002108388,교육/보건,교육시설,초등교육기관,공립초등학교,,서울신명초등학교,,,,213245.365263,449036.579675,,,,,
,030204,0000,AA0006566525,교육/보건,보건시설,한의원,,,천을한의원,,,,202844.405173,456896.385688,,,,,
,030204,0000,AA0006558280,교육/보건,보건시설,한의원,,,강남담온한의원,,,,202628.225949,444313.289896,,,,,
,030101,0300,AA0002124686,교육/보건,교육시설,유아교육기관,사립유치원,,꿈터유치원,,,,205293.225140,463681.109674,,,,,
,030205,0100,AA0006650893,교육/보건,보건시설,기타보건시설,약국,미분류,한빛평화약국,,,,191912.385630,443502.075933,,,,,
,020103,0100,AA0002097347,공공/환경,정치/사회/외교,외교시설,대사관,,주한태국대사관,,,,199784.589977,448552.842100,,,,,
,070301,0503,AA0006498047,산업,서비스산업,종합상품판매업,편의점,CU,씨유,,,,188837.033606,447302.183341,,,,,
,070305,0119,AA0005534206,산업,서비스산업,금융/보험업,일반은행,새마을금고,새마을금고,,,,207538.029367,451114.070803,,,,,
,030204,0000,AA0006565678,교육/보건,보건시설,한의원,,,장승배기경희한의원,,,,194595.632789,444778.813108,,,,,
,070305,0104,AA0000551888,산업,서비스산업,금융/보험업,일반은행,신한은행,신한은행,,,,205088.856496,462984.744509,,,,,
,030101,0100,AA0000048221,교육/보건,교육시설,유아교육기관,어린이집,,새순어린이집,,,,211676.820223,450148.690343,,,,,
,070308,0800,AA0006789062,산업,서비스산업,언론/미디어,기타언론/미디어,,이노디스,,,,205775.565715,445236.368920,,,,,
,070305,0102,AA0000552955,산업,서비스산업,금융/보험업,일반은행,우리은행,우리은행,,,,205056.252404,451451.006933,,,,,
,070308,0800,AA0006790970,산업,서비스산업,언론/미디어,기타언론/미디어,,인투필름,,,,198922.216273,451569.431924,,,,,
,030204,0000,AA0006565514,교육/보건,보건시설,한의원,,,자연과한의원,,,,205951.996060,449120.846389,,,,,
,070301,0503,AA0006501822,산업,서비스산업,종합상품판매업,편의점,CU,씨유,,,,194535.764659,441359.181732,,,,,
,030205,0101,AA0006594567,교육/보건,보건시설,기타보건시설,약국,온누리,경화온누리약국,,,,191307.521338,446822.127993,,,,,
,070308,0800,AA0006789541,산업,서비스산업,언론/미디어,기타언론/미디어,,하명중영화제작소,,,,203974.972605,445025.722443,,,,,
,030205,0106,AA0000093543,교육/보건,보건시설,기타보건시설,약국,지역약국,연세정약국,,,,204611.910605,456556.661526,,,,,
,070301,0400,AA0003897531,산업,서비스산업,종합상품판매업,시장,미분류,흑석시장,,,,196705.851969,445267.208937,,,,,
