STDR_YM,VIAT_SE_CD,VIAT_CD,VIAT_ID,LCLASDC,MLSFCDC,SCLASDC,DCLASDC,BCLASDC,VIAT_NM,ADRES_CD,ADRES_NM,TELNO,X_VALUE,Y_VALUE,ADRES_SP,BLCK_CD,REGIST_DE,ERSR_DE,REGIST_DT
,030201,0000,AA0006581551,교육/보건,보건시설,병/의원,미분류,,더조은병원,,,,202559.477439,446143.643862,,,,,
,030204,0000,AA0006559005,교육/보건,보건시설,한의원,,,경희천수한의원,,,,207206.537236,448360.212167,,,,,
,030102,0200,AA0002109060,교육/보건,교육시설,초등교육기관,공립초등학교,,서울행당초등학교,,,,203083.769706,450831.273379,,,,,
,070308,0800,AA0006789910,산업,서비스산업,언론/미디어,기타언론/미디어,,유정씨엠개발,,,,206773.001664,456888.298049,,,,,
,030205,0100,AA0006603228,교육/보건,보건시설,기타보건시설,약국,미분류,오수약국,,,,202084.774061,458649.029299,,,,,
,030204,0000,AA0000164248,교육/보건,보건시설,한의원,,,자선한의원,,,,193058.322975,454883.514291,,,,,
,030101,0300,AA0002124585,교육/보건,교육시설,유아교육기관,사립유치원,,바자울유치원,,,,185057.250624,449063.757183,,,,,
,030204,0000,AA0000164723,교육/보건,보건시설,한의원,,,정한의원,,,,187649.563859,446741.662368,,,,,
,010101,2600,AA0002590862,행정,중앙행정기관,중앙행정부처,산하기관,,성북구자유총연맹,,,,203008.223716,456379.054302,,,,,
,030105,0204,AA0002131759,교육/보건,교육시설,대학교,종합대학,부속시설,빌링슬리관,,,,194561.057277,452034.416917,,,,,
,030101,0100,AA0000047916,교육/보건,교육시설,유아교육기관,어린이집,,하은어린이집,,,,211696.451133,443066.942200,,,,,
,030204,0000,AA0000164271,교육/보건,보건시설,한의원,,,다나한의원,,,,185704.356070,448336.924739,,,,,
,030103,0200,AA0002114465,교육/보건,교육시설,중등교육기관,공립중학교,,신화중학교,,,,184985.156583,449076.378674,,,,,
,030101,0100,AA0000046979,교육/보건,교육시설,유아교육기관,어린이집,,당곡1어린이집,,,,193774.954768,443528.975563,,,,,
,030101,0100,AA0000041870,교육/보건,교육시설,유아교육기관,어린이집,,한터어린이집,,,,207842.056095,453951.818816,,,,,
,030205,0100,AA0006600447,교육/보건,보건시설,기타보건시설,약국,미분류,서울약국,,,,197548.078215,449614.366467,,,,,
,030204,0000,AA0006566576,교육/보건,보건시설,한의원,,,청담수한의원,,,,203031.166353,445295.816095,,,,,
,070305,0108,AA0000554729,산업,서비스산업,금융/보험업,일반은행,기업은행,기업은행,,,,187052.980703,450760.003616,,,,,
,030205,0102,AA0000090712,교육/보건,보건시설,기타보건시설,약국,메디팜,메디팜경약국,,,,192931.139501,454908.847125,,,,,
,030204,0000,AA0006626357,교육/보건,보건시설,한의원,,,오고싶은경희한의원,,,,204106.865508,465348.442994,,,,,
,030101,0300,AA0002121720,교육/보건,교육시설,유아교육기관,사립유치원,,새일문유치원,,,,206330.335933,452846.336485,,,,,
,030204,0000,AA0006564038,교육/보건,보건시설,한의원,,,약현한의원,,,,207004.502058,456060.201118,,,,,
,030104,0100,AA0002128240,교육/보건,교육시설,고등교육기관,사립고등학교,,대진여자고등학교,,,,205931.210018,460729.340008,,,,,
,030205,0106,AA0000091921,교육/보건,보건시설,기타보건시설,약국,지역약국,홍일태평양약국,,,,187945.383223,447737.609522,,,,,
,030204,0000,AA0006567287,교육/보건,보건시설,한의원,,,하늘체한의원,,,,200131.440952,453683.687985,,,,,
,070301,0400,AA0003897668,산업,서비스산업,종합상품판매업,시장,미분류,청과시장,,,,203497.778629,453304.449091,,,,,
,030101,0100,AA0000042329,교육/보건,교육시설,유아교육기관,어린이집,,해오름어린이집,,,,208336.761594,450472.061870,,,,,
,030204,0000,AA0000165373,교육/보건,보건시설,한의원,,,김영신한의원,,,,205970.922250,443300.638905,,,,,
,030101,0100,AA0000046613,교육/보건,교육시설,유아교육기관,어린이집,,펠리스어린이집,,,,190958.991119,443508.016121,,,,,
,070301,0302,AA0003886378,산업,서비스산업,종합상품판매업,대형상가,일반종합상가,비씨디,,,,198376.217108,453597.315767,,,,,
,060201,0000,AA0003158297,레저/관광/예술,문화/예술시설,전시관,,,소마미술관전시실5,,,,210455.343402,446382.684408,,,,,
,030204,0000,AA0006561154,교육/보건,보건시설,한의원,,,맑은생한의원,,,,202968.004137,460923.628198,,,,,
,070308,0800,AA0006791735,산업,서비스산업,언론/미디어,기타언론/미디어,,에이트픽스,,,,183212.647347,451492.855159,,,,,
,030101,0300,AA0002122041,교육/보건,교육시설,유아교육기관,사립유치원,,동성유치원,,,,208516.536452,456730.517415,,,,,
,030204,0000,AA0006563754,교육/보건,보건시설,한의원,,,심재용한의원,,,,194026.018723,444476.672072,,,,,
,030101,0100,AA0000046023,교육/보건,교육시설,유아교육기관,어린이집,,맑은샘어린이집,,,,188080.161359,444777.209394,,,,,
,030205,0100,AA0009417864,교육/보건,보건시설,기타보건시설,약국,미분류,유성약국,,,,205250.367872,460836.754952,,,,,
,030204,0000,AA0006563358,교육/보건,보건시설,한의원,,,송보한의원,,,,201703.266400,449883.561266,,,,,
,060205,0200,AA0001251667,레저/관광/예술,문화/예술시설,공연/연극장,소극장,,디큐브아트센터,,,,190307.738289,445580.344718,,,,,
,070301,0503,AA0006507435,산업,서비스산업,종합상품판매업,편의점,CU,씨유,,,,203716.725685,455773.587242,,,,,
,030204,0000,AA0006558958,교육/보건,보건시설,한의원,,,경희장생한의원,,,,208568.423070,455816.428469,,,,,
,070301,0600,AA0003154725,산업,서비스산업,종합상품판매업,기타종합상품판매업,,한양슈퍼,,,,198723.010264,452345.674265,,,,,
,070308,0800,AA0006791116,산업,서비스산업,언론/미디어,기타언론/미디어,,스튜디오기지,,,,196558.540793,444750.226797,,,,,
,030103,0200,AA0002115847,교육/보건,교육시설,중등교육기관,공립중학교,,개원중학교,,,,206316.424285,443608.595452,,,,,
,030105,0204,AA0002133219,교육/보건,교육시설,대학교,종합대학,부속시설,종합교육연구동,,,,195941.704191,440530.323656,,,,,
,030105,0204,AA0002131398,교육/보건,교육시설,대학교,종합대학,부속시설,교수회관,,,,207039.787083,459389.713587,,,,,
,070308,0800,AA0006790868,산업,서비스산업,언론/미디어,기타언론/미디어,,미디어프론트,,,,199572.991086,448085.535393,,,,,
,030105,0204,AA0002133106,교육/보건,교육시설,대학교,종합대학,부속시설,LG경영관,,,,195784.202011,440613.519978,,,,,
,060205,0200,AA0001252368,레저/관광/예술,문화/예술시설,공연/연극장,소극장,,금천구민문화체육센터극장,,,,191802.640194,441185.610434,,,,,
,030204,0000,AA0006558400,교육/보건,보건시설,한의원,,,거북이한의원,,,,202671.256887,446005.183252,,,,,
,070308,0600,AA0003138334,산업,서비스산업,언론/미디어,음반/비디오,,부루의뜨락,,,,198485.511268,451294.002435,,,,,
,050102,0137,AA0003885378,시설물,교통시설,버스터미널/정류장,터미널,종합버스터미널,서울종합버스터미널,,,,201370.995839,442757.004323,,,,,
,030204,0000,AA0006561519,교육/보건,보건시설,한의원,,,미소생한의원,,,,202463.133412,447330.598237,,,,,
,030103,0200,AA0002115555,교육/보건,교육시설,중등교육기관,공립중학교,,인헌중학교,,,,197289.904772,441532.865551,,,,,
,030102,0200,AA0002113197,교육/보건,교육시설,초등교육기관,공립초등학교,,서울강일초등학교,,,,215650.007811,451732.458627,,,,,
,030205,0106,AA0000091630,교육/보건,보건시설,기타보건시설,약국,지역약국,천지당약국,,,,191819.405925,443491.578254,,,,,
,030101,0100,AA0000043369,교육/보건,교육시설,유아교육기관,어린이집,,예인어린이집,,,,202407.848641,460348.417534,,,,,
,030204,0000,AA0006563563,교육/보건,보건시설,한의원,,,스마트페이스한의원,,,,203594.737008,444100.338434,,,,,
,030101,0100,AA0000045959,교육/보건,교육시설,유아교육기관,어린이집,,지암어린이집,,,,186984.688144,443093.758609,,,,,
,030204,0000,AA0000162814,교육/보건,보건시설,한의원,,,등촌한의원,,,,188067.892595,449908.079085,,,,,
,030204,0000,AA0009424951,교육/보건,보건시설,한의원,,,대자연한의원,,,,202408.733965,462434.241687,,,,,
,070308,0600,AA0003137593,산업,서비스산업,언론/미디어,음반/비디오,,한솔기획,,,,199094.272522,451947.494076,,,,,
,030205,0100,AA0006595672,교육/보건,보건시설,기타보건시설,약국,미분류,녹십자약국,,,,203526.255802,459416.008651,,,,,
,070301,0113,AA0003886426,산업,서비스산업,종합상품판매업,백화점,면세점,신라면세점,,,,200680.756986,450844.500839,,,,,
,070308,0600,AA0006782605,산업,서비스산업,언론/미디어,음반/비디오,,TAKE5DVD종로점,,,,198612.864502,452177.022851,,,,,
,070305,0105,AA0000554125,산업,서비스산업,금융/보험업,일반은행,하나은행,하나은행,,,,203956.049531,444821.541421,,,,,
,030204,0000,AA0010127816,교육/보건,보건시설,한의원,,,경희이수한의원,,,,198420.876357,443504.633606,,,,,
,030205,0106,AA0000091126,교육/보건,보건시설,기타보건시설,약국,지역약국,은혜약국,,,,201692.986275,450311.674414,,,,,
,030105,0204,AA0002131847,교육/보건,교육시설,대학교,종합대학,부속시설,마태오관,,,,194638.038062,450351.179500,,,,,
,030102,0200,AA0002110361,교육/보건,교육시설,초등교육기관,공립초등학교,,서울금산초등학교,,,,191869.620591,437989.747836,,,,,
,030204,0000,AA0000162705,교육/보건,보건시설,한의원,,,제일경희한의원,,,,193806.790603,456728.204888,,,,,
,030101,0100,AA0000047345,교육/보건,교육시설,유아교육기관,어린이집,,아가야어린이집,,,,198856.764923,443180.822035,,,,,
,030105,0204,AA0002131284,교육/보건,교육시설,대학교,종합대학,부속시설,법과대학,,,,204760.381725,455351.975644,,,,,
,070308,0600,AA0010766575,산업,서비스산업,언론/미디어,음반/비디오,,레트로미디어랩,,,,191240.159149,450648.226181,,,,,
,030204,0000,AA0006566800,교육/보건,보건시설,한의원,,,충정한의원,,,,193577.232811,446663.126338,,,,,
,030201,0000,AA0000112983,교육/보건,보건시설,병/의원,미분류,,협동의원,,,,183297.367632,451739.397435,,,,,
,030102,0200,AA0002109168,교육/보건,교육시설,초등교육기관,공립초등학교,,서울용암초등학교,,,,199074.079613,449537.448897,,,,,
,030204,0000,AA0000164852,교육/보건,보건시설,한의원,,,연세참한의원,,,,202551.161879,458047.276740,,,,,
,030201,0000,AA0006536306,교육/보건,보건시설,병/의원,미분류,,정가정의원,,,,201085.342909,452644.356488,,,,,
,030204,0000,AA0009197250,교육/보건,보건시설,한의원,,,빛울림한의원,,,,198225.703439,452367.037356,,,,,
,030205,0106,AA0000069720,교육/보건,보건시설,기타보건시설,약국,지역약국,유승약국,,,,193111.974253,456831.545317,,,,,
,070308,0800,AA0006788845,산업,서비스산업,언론/미디어,기타언론/미디어,,새울,,,,199480.379384,448758.305279,,,,,
,030204,0000,AA0006562050,교육/보건,보건시설,한의원,,,보성한의원,,,,198008.530714,442786.165613,,,,,
,030205,0101,AA0010084164,교육/보건,보건시설,기타보건시설,약국,온누리,대명온누리약국,,,,210502.381725,442989.572034,,,,,
,030204,0000,AA0006559436,교육/보건,보건시설,한의원,,,구의제세한의원,,,,207988.041212,449452.801275,,,,,
,070308,0600,AA0006782216,산업,서비스산업,언론/미디어,음반/비디오,,엄지,,,,201002.461825,452615.904483,,,,,
,030101,0100,AA0000045999,교육/보건,교육시설,유아교육기관,어린이집,,바우솔어린이집,,,,189554.954769,443414.525925,,,,,
,030204,0000,AA0006558296,교육/보건,보건시설,한의원,,,강남제일한의원,,,,205424.831794,443841.953966,,,,,
,030102,0200,AA0002108925,교육/보건,교육시설,초등교육기관,공립초등학교,,서울숭덕초등학교,,,,201235.899025,456121.518678,,,,,
,060202,0101,AA0003158433,레저/관광/예술,문화/예술시설,미술관,미술관,대형미술관,전시실,,,,197699.552663,451604.943301,,,,,
,030101,0100,AA0000046457,교육/보건,교육시설,유아교육기관,어린이집,,신길5동어린이집,,,,191696.383872,444240.210299,,,,,
,070301,0209,AA0003720753,산업,서비스산업,종합상품판매업,할인매장,킴스클럽마트,킴스클럽,,,,187873.756343,444273.923522,,,,,
,030101,0100,AA0000041828,교육/보건,교육시설,유아교육기관,어린이집,,열매어린이집,,,,207194.761901,454334.527067,,,,,
,030204,0000,AA0006563174,교육/보건,보건시설,한의원,,,세화한의원,,,,207026.797925,450743.204752,,,,,
,070308,0600,AA0006782619,산업,서비스산업,언론/미디어,음반/비디오,,WOWDVD방,,,,193165.408600,450363.354271,,,,,
,030204,0000,AA0000165417,교육/보건,보건시설,한의원,,,논현도원한의원,,,,202047.978976,445446.653222,,,,,
,030205,0106,AA0000090820,교육/보건,보건시설,기타보건시설,약국,지역약국,파스텔약국,,,,200867.859318,445570.433393,,,,,
,060203,0000,AA0001386088,레저/관광/예술,문화/예술시설,박물관,미분류,,화정박물관,,,,197004.329336,456106.987760,,,,,
,030205,0100,AA0006596844,교육/보건,보건시설,기타보건시설,약국,미분류,동산약국,,,,192886.761938,458169.858151,,,,,
,030106,0000,AA0002128102,교육/보건,교육시설,기타교육기관,미분류,,상일미디어고등학교육하기념관,,,,215064.595127,449884.594118,,,,,
,070308,0800,AA0006790173,산업,서비스산업,언론/미디어,기타언론/미디어,,서세원프로덕션,,,,203614.921408,447455.767639,,,,,
,030101,0300,AA0002123668,교육/보건,교육시설,유아교육기관,사립유치원,,경원유치원,,,,208490.142970,450599.928448,,,,,
,070301,0100,AA0003148380,산업,서비스산업,종합상품판매업,백화점,미분류,올리브영,,,,202262.287488,444839.553227,,,,,
,070305,0101,AA0000555079,산업,서비스산업,금융/보험업,일반은행,국민은행,KB국민은행,,,,190473.617119,443355.381058,,,,,
,030103,0200,AA0002115859,교육/보건,교육시설,중등교육기관,공립중학교,,언남중학교,,,,203911.846705,441465.983606,,,,,
,030103,0200,AA0002114743,교육/보건,교육시설,중등교육기관,공립중학교,,불광중학교,,,,194028.140179,458180.940754,,,,,
,030102,0200,AA0002113311,교육/보건,교육시설,초등교육기관,공립초등학교,,서울상현초등학교,,,,195795.523141,443944.864102,,,,,
,070301,0403,AA0006926467,산업,서비스산업,종합상품판매업,시장,일반시장,노룬산시장,,,,205751.889417,448561.561054,,,,,
,030105,0500,AA0002131899,교육/보건,교육시설,대학교,대학원,,원별관,,,,195203.340245,451275.540964,,,,,
,030101,0100,AA0009515613,교육/보건,교육시설,유아교육기관,어린이집,,예뜰창의어린이집,,,,191285.595903,441156.855538,,,,,
,030204,0000,AA0006561173,교육/보건,보건시설,한의원,,,맑은숲한의원,,,,206050.031857,448933.293096,,,,,
